'20/04/2021 23:56:43.883436', '69472', '67403', '1862'
'20/04/2021 23:56:43.885757', '69488', '67403', '1866'
'20/04/2021 23:56:43.888078', '69500', '67408', '1867'
'20/04/2021 23:56:43.890787', '69498', '67411', '1867'
'20/04/2021 23:56:43.893221', '69510', '67407', '1854'
'20/04/2021 23:56:43.895933', '69519', '67424', '1839'
'20/04/2021 23:56:43.898267', '69529', '67421', '1850'
'20/04/2021 23:56:43.900583', '69540', '67423', '1843'
'20/04/2021 23:56:43.903852', '69549', '67427', '1855'
'20/04/2021 23:56:43.905851', '69567', '67436', '1862'
'20/04/2021 23:56:43.908171', '69569', '67432', '1861'
'20/04/2021 23:56:43.910801', '69574', '67436', '1869'
'20/04/2021 23:56:43.913138', '69586', '67445', '1859'
'20/04/2021 23:56:43.915895', '69584', '67448', '1851'
'20/04/2021 23:56:43.918225', '69594', '67450', '1853'
'20/04/2021 23:56:43.920559', '69615', '67457', '1865'
'20/04/2021 23:56:43.923305', '69612', '67458', '1872'
'20/04/2021 23:56:43.925642', '69613', '67455', '1873'
'20/04/2021 23:56:43.928374', '69615', '67455', '1886'
'20/04/2021 23:56:43.930749', '69618', '67462', '1899'
'20/04/2021 23:56:43.933103', '69611', '67452', '1856'
'20/04/2021 23:56:43.935855', '69594', '67450', '1842'
'20/04/2021 23:56:43.938194', '69597', '67447', '1837'
'20/04/2021 23:56:43.940547', '69573', '67433', '1843'
'20/04/2021 23:56:43.943323', '69560', '67430', '1857'
'20/04/2021 23:56:43.945687', '69527', '67419', '1872'
'20/04/2021 23:56:43.948049', '69510', '67404', '1879'
'20/04/2021 23:56:43.950790', '69475', '67384', '1874'
'20/04/2021 23:56:43.953142', '69451', '67374', '1859'
'20/04/2021 23:56:43.955513', '69407', '67355', '1846'
'20/04/2021 23:56:43.958144', '69372', '67342', '1831'
'20/04/2021 23:56:43.960515', '69322', '67313', '1837'
'20/04/2021 23:56:43.964117', '69274', '67288', '1835'
'20/04/2021 23:56:43.965740', '69221', '67265', '1808'
'20/04/2021 23:56:43.969576', '69176', '67244', '1846'
'20/04/2021 23:56:43.971501', '69116', '67208', '1851'
'20/04/2021 23:56:43.975214', '69053', '67188', '1854'
'20/04/2021 23:56:43.976431', '68990', '67169', '1853'
'20/04/2021 23:56:43.977960', '68935', '67137', '1850'
'20/04/2021 23:56:43.980657', '68879', '67108', '1853'
'20/04/2021 23:56:43.982960', '68818', '67086', '1856'
'20/04/2021 23:56:43.985668', '68766', '67052', '1858'
'20/04/2021 23:56:43.987977', '68701', '67030', '1859'
'20/04/2021 23:56:43.990686', '68643', '67000', '1858'
'20/04/2021 23:56:43.992996', '68597', '66980', '1856'
'20/04/2021 23:56:43.995702', '68541', '66951', '1843'
'20/04/2021 23:56:43.998013', '68506', '66934', '1847'
'20/04/2021 23:56:44.000730', '68463', '66913', '1853'
'20/04/2021 23:56:44.003040', '68423', '66893', '1853'
'20/04/2021 23:56:44.005349', '68380', '66890', '1856'
'20/04/2021 23:56:44.008068', '68364', '66863', '1858'
'20/04/2021 23:56:44.010377', '68324', '66842', '1855'
'20/04/2021 23:56:44.013104', '68311', '66843', '1849'
'20/04/2021 23:56:44.015430', '68289', '66837', '1841'
'20/04/2021 23:56:44.018150', '68268', '66822', '1841'
'20/04/2021 23:56:44.020486', '68255', '66818', '1837'
'20/04/2021 23:56:44.022817', '68239', '66822', '1856'
'20/04/2021 23:56:44.025906', '68232', '66805', '1867'
'20/04/2021 23:56:44.027837', '68227', '66800', '1867'
'20/04/2021 23:56:44.030910', '68214', '66804', '1870'
'20/04/2021 23:56:44.032848', '68218', '66804', '1865'
'20/04/2021 23:56:44.035566', '68213', '66804', '1859'
'20/04/2021 23:56:44.037909', '68228', '66797', '1853'
'20/04/2021 23:56:44.040687', '68230', '66801', '1857'
'20/04/2021 23:56:44.043036', '68222', '66805', '1869'
'20/04/2021 23:56:44.045368', '68239', '66801', '1872'
'20/04/2021 23:56:44.048119', '68243', '66806', '1885'
'20/04/2021 23:56:44.050472', '68250', '66811', '1874'
'20/04/2021 23:56:44.052818', '68260', '66816', '1866'
'20/04/2021 23:56:44.055553', '68266', '66819', '1855'
'20/04/2021 23:56:44.057909', '68272', '66828', '1846'
'20/04/2021 23:56:44.060565', '68293', '66828', '1840'
'20/04/2021 23:56:44.062922', '68295', '66836', '1852'
'20/04/2021 23:56:44.066790', '68312', '66845', '1866'
'20/04/2021 23:56:44.067967', '68328', '66852', '1871'
'20/04/2021 23:56:44.070328', '68342', '66852', '1869'
'20/04/2021 23:56:44.073082', '68354', '66857', '1859'
'20/04/2021 23:56:44.075434', '68367', '66867', '1854'
'20/04/2021 23:56:44.077826', '68388', '66861', '1840'
'20/04/2021 23:56:44.080568', '68399', '66873', '1843'
'20/04/2021 23:56:44.082932', '68406', '66881', '1853'
'20/04/2021 23:56:44.085304', '68419', '66884', '1858'
'20/04/2021 23:56:44.088068', '68438', '66892', '1862'
'20/04/2021 23:56:44.090427', '68448', '66890', '1857'
'20/04/2021 23:56:44.092796', '68455', '66899', '1854'
'20/04/2021 23:56:44.096037', '68463', '66899', '1843'
'20/04/2021 23:56:44.100628', '68478', '66915', '1840'
'20/04/2021 23:56:44.101465', '68488', '66918', '1842'
'20/04/2021 23:56:44.104257', '68496', '66922', '1857'
'20/04/2021 23:56:44.105377', '68502', '66927', '1862'
'20/04/2021 23:56:44.109216', '68491', '66927', '1873'
'20/04/2021 23:56:44.110343', '68518', '66930', '1866'
'20/04/2021 23:56:44.113036', '68525', '66932', '1857'
'20/04/2021 23:56:44.115171', '68549', '66939', '1845'
'20/04/2021 23:56:44.117879', '68556', '66939', '1839'
'20/04/2021 23:56:44.120178', '68556', '66947', '1840'
'20/04/2021 23:56:44.122884', '68568', '66948', '1858'
'20/04/2021 23:56:44.125186', '68575', '66946', '1869'
'20/04/2021 23:56:44.127896', '68599', '66961', '1879'
'20/04/2021 23:56:44.130202', '68602', '66969', '1858'
'20/04/2021 23:56:44.132915', '68612', '66962', '1823'
'20/04/2021 23:56:44.135226', '68610', '66972', '1846'
'20/04/2021 23:56:44.137934', '68623', '66980', '1841'
'20/04/2021 23:56:44.140257', '68643', '66974', '1847'
'20/04/2021 23:56:44.142643', '68647', '66993', '1866'
'20/04/2021 23:56:44.145355', '68661', '66990', '1871'
'20/04/2021 23:56:44.147686', '68686', '67009', '1814'
'20/04/2021 23:56:44.150405', '68693', '67010', '1867'
'20/04/2021 23:56:44.152734', '68695', '67011', '1856'
'20/04/2021 23:56:44.155460', '68700', '67015', '1844'
'20/04/2021 23:56:44.157787', '68729', '67026', '1840'
'20/04/2021 23:56:44.160127', '68731', '67018', '1841'
'20/04/2021 23:56:44.162959', '68755', '67032', '1855'
'20/04/2021 23:56:44.165187', '68762', '67038', '1863'
'20/04/2021 23:56:44.167918', '68767', '67039', '1870'
'20/04/2021 23:56:44.170281', '68772', '67051', '1857'
'20/04/2021 23:56:44.172610', '68789', '67043', '1846'
'20/04/2021 23:56:44.175346', '68795', '67049', '1838'
'20/04/2021 23:56:44.177693', '68814', '67047', '1830'
'20/04/2021 23:56:44.180040', '68805', '67057', '1840'
'20/04/2021 23:56:44.182769', '68819', '67059', '1851'
'20/04/2021 23:56:44.185123', '68820', '67058', '1863'
'20/04/2021 23:56:44.188533', '68831', '67069', '1870'
'20/04/2021 23:56:44.190249', '68837', '67070', '1857'
'20/04/2021 23:56:44.192604', '68851', '67066', '1856'
'20/04/2021 23:56:44.195349', '68849', '67069', '1845'
'20/04/2021 23:56:44.197705', '68846', '67070', '1829'
'20/04/2021 23:56:44.200071', '68856', '67069', '1831'
'20/04/2021 23:56:44.202817', '68857', '67078', '1847'
'20/04/2021 23:56:44.205170', '68861', '67077', '1863'
'20/04/2021 23:56:44.207533', '68864', '67085', '1867'
'20/04/2021 23:56:44.210303', '68871', '67082', '1859'
'20/04/2021 23:56:44.212670', '68873', '67070', '1856'
'20/04/2021 23:56:44.215040', '68868', '67083', '1855'
'20/04/2021 23:56:44.217787', '68883', '67083', '1856'
'20/04/2021 23:56:44.220153', '68876', '67083', '1862'
'20/04/2021 23:56:44.224038', '68888', '67088', '1917'
'20/04/2021 23:56:44.225256', '68882', '67091', '1872'
'20/04/2021 23:56:44.227560', '68890', '67089', '1873'
'20/04/2021 23:56:44.230265', '68886', '67088', '1871'
'20/04/2021 23:56:44.232560', '68886', '67085', '1856'
'20/04/2021 23:56:44.235273', '68886', '67086', '1841'
'20/04/2021 23:56:44.237566', '68884', '67092', '1837'
'20/04/2021 23:56:44.240293', '68893', '67088', '1840'
'20/04/2021 23:56:44.242615', '68876', '67089', '1853'
'20/04/2021 23:56:44.244925', '68889', '67085', '1861'
'20/04/2021 23:56:44.247619', '68889', '67085', '1871'
'20/04/2021 23:56:44.249927', '68882', '67083', '1866'
'20/04/2021 23:56:44.252624', '68893', '67097', '1856'
'20/04/2021 23:56:44.254936', '68891', '67089', '1846'
'20/04/2021 23:56:44.257637', '68895', '67091', '1833'
'20/04/2021 23:56:44.259959', '68879', '67084', '1840'
'20/04/2021 23:56:44.262680', '68885', '67080', '1847'
'20/04/2021 23:56:44.265132', '68882', '67088', '1862'
'20/04/2021 23:56:44.267453', '68895', '67089', '1873'
'20/04/2021 23:56:44.270170', '68895', '67082', '1869'
'20/04/2021 23:56:44.272502', '68892', '67093', '1867'
'20/04/2021 23:56:44.275186', '68885', '67085', '1857'
'20/04/2021 23:56:44.278388', '68890', '67091', '1846'
'20/04/2021 23:56:44.279933', '68892', '67093', '1853'
'20/04/2021 23:56:44.282657', '68906', '67085', '1859'
'20/04/2021 23:56:44.284995', '68893', '67086', '1869'
'20/04/2021 23:56:44.287729', '68900', '67098', '1872'
'20/04/2021 23:56:44.290068', '68910', '67099', '1867'
'20/04/2021 23:56:44.292396', '68909', '67090', '1857'
'20/04/2021 23:56:44.295131', '68911', '67092', '1847'
'20/04/2021 23:56:44.297477', '68922', '67094', '1840'
'20/04/2021 23:56:44.299816', '68923', '67103', '1849'
'20/04/2021 23:56:44.302549', '68926', '67105', '1857'
'20/04/2021 23:56:44.304899', '68931', '67105', '1866'
'20/04/2021 23:56:44.307640', '68929', '67109', '1870'
'20/04/2021 23:56:44.309993', '68933', '67104', '1861'
'20/04/2021 23:56:44.312338', '68942', '67111', '1853'
'20/04/2021 23:56:44.315093', '68948', '67115', '1843'
'20/04/2021 23:56:44.317444', '68949', '67110', '1803'
'20/04/2021 23:56:44.322208', '68952', '67109', '1847'
'20/04/2021 23:56:44.323382', '68959', '67125', '1859'
'20/04/2021 23:56:44.325042', '68971', '67112', '1861'
'20/04/2021 23:56:44.327388', '68988', '67131', '1869'
'20/04/2021 23:56:44.330144', '68982', '67121', '1866'
'20/04/2021 23:56:44.332510', '68990', '67127', '1862'
'20/04/2021 23:56:44.334882', '68988', '67133', '1850'
'20/04/2021 23:56:44.337634', '69001', '67122', '1839'
'20/04/2021 23:56:44.340006', '69004', '67128', '1846'
'20/04/2021 23:56:44.342366', '69009', '67138', '1863'
'20/04/2021 23:56:44.345131', '69012', '67136', '1873'
'20/04/2021 23:56:44.348871', '69015', '67137', '1867'
'20/04/2021 23:56:44.350083', '69028', '67139', '1872'
'20/04/2021 23:56:44.352381', '69036', '67143', '1845'
'20/04/2021 23:56:44.355079', '69037', '67149', '1842'
'20/04/2021 23:56:44.357368', '69050', '67149', '1840'
'20/04/2021 23:56:44.360073', '69056', '67150', '1847'
'20/04/2021 23:56:44.362366', '69057', '67159', '1852'
'20/04/2021 23:56:44.365076', '69065', '67161', '1866'
'20/04/2021 23:56:44.367552', '69084', '67170', '1869'
'20/04/2021 23:56:44.369873', '69089', '67173', '1846'
'20/04/2021 23:56:44.373367', '69095', '67179', '1890'
'20/04/2021 23:56:44.374893', '69100', '67179', '1851'
'20/04/2021 23:56:44.377196', '69115', '67175', '1856'
'20/04/2021 23:56:44.379909', '69122', '67183', '1847'
'20/04/2021 23:56:44.382216', '69126', '67191', '1867'
'20/04/2021 23:56:44.384925', '69133', '67192', '1872'
'20/04/2021 23:56:44.387240', '69152', '67196', '1878'
'20/04/2021 23:56:44.389951', '69160', '67195', '1878'
'20/04/2021 23:56:44.392404', '69162', '67199', '1871'
'20/04/2021 23:56:44.394740', '69177', '67200', '1857'
'20/04/2021 23:56:44.397453', '69180', '67213', '1847'
'20/04/2021 23:56:44.400002', '69193', '67214', '1852'
'20/04/2021 23:56:44.402329', '69196', '67230', '1859'
'20/04/2021 23:56:44.405052', '69209', '67229', '1875'
'20/04/2021 23:56:44.407373', '69220', '67221', '1882'
'20/04/2021 23:56:44.409713', '69223', '67234', '1876'
'20/04/2021 23:56:44.412437', '69239', '67226', '1867'
'20/04/2021 23:56:44.414773', '69232', '67241', '1850'
'20/04/2021 23:56:44.417127', '69258', '67241', '1841'
'20/04/2021 23:56:44.419872', '69262', '67243', '1842'
'20/04/2021 23:56:44.422203', '69275', '67244', '1923'
'20/04/2021 23:56:44.424933', '69269', '67254', '1871'
'20/04/2021 23:56:44.427284', '69272', '67256', '1878'
'20/04/2021 23:56:44.429624', '69294', '67272', '1862'
'20/04/2021 23:56:44.432357', '69304', '67262', '1868'
'20/04/2021 23:56:44.434713', '69303', '67260', '1855'
'20/04/2021 23:56:44.437076', '69308', '67270', '1852'
'20/04/2021 23:56:44.439817', '69315', '67269', '1855'
'20/04/2021 23:56:44.442170', '69331', '67274', '1859'
'20/04/2021 23:56:44.444921', '69334', '67277', '1864'
'20/04/2021 23:56:44.447284', '69341', '67277', '1870'
'20/04/2021 23:56:44.449637', '69356', '67275', '1870'
'20/04/2021 23:56:44.452385', '69354', '67289', '1860'
'20/04/2021 23:56:44.454753', '69359', '67291', '1853'
'20/04/2021 23:56:44.457121', '69370', '67291', '1827'
'20/04/2021 23:56:44.459883', '69381', '67289', '1850'
'20/04/2021 23:56:44.462241', '69382', '67306', '1862'
'20/04/2021 23:56:44.464600', '69398', '67302', '1866'
'20/04/2021 23:56:44.467357', '69401', '67307', '1872'
'20/04/2021 23:56:44.469761', '69421', '67313', '1862'
'20/04/2021 23:56:44.475614', '69422', '67312', '1840'
'20/04/2021 23:56:44.476839', '69430', '67320', '1839'
'20/04/2021 23:56:44.477975', '69434', '67314', '1839'
'20/04/2021 23:56:44.479591', '69458', '67322', '1840'
'20/04/2021 23:56:44.482092', '69454', '67330', '1835'
'20/04/2021 23:56:44.484777', '69468', '67342', '1856'
'20/04/2021 23:56:44.487150', '69473', '67338', '1850'
'20/04/2021 23:56:44.490762', '69476', '67345', '1861'
'20/04/2021 23:56:44.493141', '69490', '67353', '1856'
'20/04/2021 23:56:44.494658', '69481', '67346', '1852'
'20/04/2021 23:56:44.496972', '69511', '67356', '1850'
'20/04/2021 23:56:44.499687', '69514', '67356', '1847'
'20/04/2021 23:56:44.502005', '69513', '67350', '1857'
'20/04/2021 23:56:44.504726', '69525', '67364', '1869'
'20/04/2021 23:56:44.507036', '69537', '67368', '1874'
'20/04/2021 23:56:44.509749', '69536', '67370', '1885'
'20/04/2021 23:56:44.512071', '69545', '67371', '1874'
'20/04/2021 23:56:44.514779', '69560', '67375', '1861'
'20/04/2021 23:56:44.517119', '69558', '67382', '1854'
'20/04/2021 23:56:44.519437', '69559', '67378', '1846'
'20/04/2021 23:56:44.522152', '69567', '67381', '1851'
'20/04/2021 23:56:44.524487', '69572', '67389', '1855'
'20/04/2021 23:56:44.527204', '69579', '67385', '1859'
'20/04/2021 23:56:44.529534', '69571', '67380', '1853'
'20/04/2021 23:56:44.532289', '69567', '67382', '1847'
'20/04/2021 23:56:44.534611', '69560', '67378', '1840'
'20/04/2021 23:56:44.536940', '69560', '67372', '1839'
'20/04/2021 23:56:44.539679', '69534', '67369', '1841'
'20/04/2021 23:56:44.542632', '69526', '67355', '1860'
'20/04/2021 23:56:44.544573', '69494', '67347', '1869'
'20/04/2021 23:56:44.546917', '69466', '67344', '1866'
'20/04/2021 23:56:44.549583', '69435', '67316', '1871'
'20/04/2021 23:56:44.551925', '69399', '67300', '1869'
'20/04/2021 23:56:44.554677', '69369', '67286', '1807'
'20/04/2021 23:56:44.557025', '69317', '67266', '1849'
'20/04/2021 23:56:44.559366', '69265', '67245', '1854'
'20/04/2021 23:56:44.562121', '69218', '67219', '1852'
'20/04/2021 23:56:44.564481', '69170', '67197', '1865'
'20/04/2021 23:56:44.566831', '69111', '67174', '1872'
'20/04/2021 23:56:44.569567', '69054', '67146', '1873'
'20/04/2021 23:56:44.571978', '68999', '67115', '1867'
'20/04/2021 23:56:44.574336', '68937', '67090', '1856'
'20/04/2021 23:56:44.578823', '68875', '67056', '1840'
'20/04/2021 23:56:44.580007', '68816', '67030', '1839'
'20/04/2021 23:56:44.581971', '68749', '66988', '1843'
'20/04/2021 23:56:44.584336', '68688', '66968', '1856'
'20/04/2021 23:56:44.587102', '68630', '66947', '1865'
'20/04/2021 23:56:44.589476', '68572', '66920', '1868'
'20/04/2021 23:56:44.591839', '68521', '66899', '1863'
'20/04/2021 23:56:44.594589', '68475', '66876', '1853'
'20/04/2021 23:56:44.598513', '68426', '66847', '1840'
'20/04/2021 23:56:44.599746', '68383', '66823', '1840'
'20/04/2021 23:56:44.602045', '68342', '66815', '1849'
'20/04/2021 23:56:44.604339', '68305', '66785', '1862'
'20/04/2021 23:56:44.607025', '68273', '66767', '1863'
'20/04/2021 23:56:44.609330', '68245', '66767', '1862'
'20/04/2021 23:56:44.612021', '68225', '66760', '1856'
'20/04/2021 23:56:44.614329', '68210', '66744', '1843'
'20/04/2021 23:56:44.617023', '68186', '66739', '1839'
'20/04/2021 23:56:44.619334', '68163', '66732', '1840'
'20/04/2021 23:56:44.622029', '68160', '66718', '1839'
'20/04/2021 23:56:44.624340', '68149', '66713', '1849'
'20/04/2021 23:56:44.627056', '68141', '66710', '1858'
'20/04/2021 23:56:44.629366', '68136', '66709', '1873'
'20/04/2021 23:56:44.632098', '68131', '66716', '1849'
'20/04/2021 23:56:44.634407', '68134', '66712', '1844'
'20/04/2021 23:56:44.636734', '68144', '66712', '1840'
'20/04/2021 23:56:44.639438', '68138', '66713', '1839'
'20/04/2021 23:56:44.641857', '68142', '66715', '1845'
'20/04/2021 23:56:44.644565', '68146', '66718', '1857'
'20/04/2021 23:56:44.647117', '68159', '66722', '1834'
'20/04/2021 23:56:44.649301', '68158', '66726', '1840'
'20/04/2021 23:56:44.652012', '68179', '66723', '1850'
'20/04/2021 23:56:44.654676', '68177', '66731', '1855'
'20/04/2021 23:56:44.657014', '68195', '66741', '1854'
'20/04/2021 23:56:44.659348', '68210', '66737', '1851'
'20/04/2021 23:56:44.661688', '68215', '66747', '1859'
'20/04/2021 23:56:44.664419', '68235', '66752', '1872'
'20/04/2021 23:56:44.666760', '68238', '66762', '1874'
'20/04/2021 23:56:44.669502', '68247', '66760', '1878'
'20/04/2021 23:56:44.671842', '68258', '66764', '1872'
'20/04/2021 23:56:44.674547', '68282', '66771', '1851'
'20/04/2021 23:56:44.676894', '68287', '66778', '1849'
'20/04/2021 23:56:44.680464', '68306', '66781', '1850'
'20/04/2021 23:56:44.681631', '68306', '66792', '1850'
'20/04/2021 23:56:44.684366', '68310', '66793', '1863'
'20/04/2021 23:56:44.686727', '68343', '66790', '1870'
'20/04/2021 23:56:44.689479', '68360', '66801', '1871'
'20/04/2021 23:56:44.691829', '68362', '66816', '1871'
'20/04/2021 23:56:44.694172', '68377', '66814', '1854'
'20/04/2021 23:56:44.696922', '68379', '66822', '1844'
'20/04/2021 23:56:44.699293', '68396', '66821', '1838'
'20/04/2021 23:56:44.701641', '68411', '66829', '1839'
'20/04/2021 23:56:44.704389', '68422', '66827', '1858'
'20/04/2021 23:56:44.706755', '68435', '66838', '1866'
'20/04/2021 23:56:44.709123', '68442', '66848', '1867'
'20/04/2021 23:56:44.711883', '68456', '66852', '1856'
'20/04/2021 23:56:44.714242', '68468', '66850', '1846'
'20/04/2021 23:56:44.716602', '68481', '66860', '1840'
'20/04/2021 23:56:44.719363', '68494', '66875', '1841'
'20/04/2021 23:56:44.723298', '68501', '66872', '1841'
'20/04/2021 23:56:44.725059', '68521', '66879', '1843'
'20/04/2021 23:56:44.726617', '68530', '66898', '1840'
'20/04/2021 23:56:44.730579', '68547', '66894', '1851'
'20/04/2021 23:56:44.731871', '68545', '66893', '1855'
'20/04/2021 23:56:44.734171', '68565', '66894', '1854'
'20/04/2021 23:56:44.738118', '68575', '66910', '1907'
'20/04/2021 23:56:44.739605', '68585', '66916', '1834'
'20/04/2021 23:56:44.741615', '68605', '66925', '1847'
'20/04/2021 23:56:44.744310', '68621', '66926', '1863'
'20/04/2021 23:56:44.746610', '68624', '66932', '1870'
'20/04/2021 23:56:44.749324', '68646', '66939', '1870'
'20/04/2021 23:56:44.751629', '68656', '66947', '1851'
'20/04/2021 23:56:44.754339', '68672', '66954', '1818'
'20/04/2021 23:56:44.756648', '68685', '66966', '1829'
'20/04/2021 23:56:44.759356', '68704', '66964', '1841'
'20/04/2021 23:56:44.761685', '68713', '66966', '1853'
'20/04/2021 23:56:44.764011', '68720', '66975', '1856'
'20/04/2021 23:56:44.766728', '68740', '66982', '1862'
'20/04/2021 23:56:44.769043', '68762', '66980', '1868'
'20/04/2021 23:56:44.771756', '68768', '66990', '1861'
'20/04/2021 23:56:44.774082', '68773', '67002', '1849'
'20/04/2021 23:56:44.776569', '68788', '67005', '1840'
'20/04/2021 23:56:44.779306', '68797', '67012', '1797'
'20/04/2021 23:56:44.782420', '68797', '67008', '1851'
'20/04/2021 23:56:44.783975', '68813', '67015', '1848'
'20/04/2021 23:56:44.786706', '68827', '67016', '1856'
'20/04/2021 23:56:44.789040', '68830', '67025', '1858'
'20/04/2021 23:56:44.791759', '68835', '67024', '1853'
'20/04/2021 23:56:44.794335', '68847', '67031', '1843'
'20/04/2021 23:56:44.796685', '68856', '67032', '1841'
'20/04/2021 23:56:44.799342', '68855', '67033', '1845'
'20/04/2021 23:56:44.801690', '68856', '67038', '1851'
'20/04/2021 23:56:44.804039', '68863', '67040', '1861'
'20/04/2021 23:56:44.806375', '68876', '67044', '1872'
'20/04/2021 23:56:44.809129', '68869', '67044', '1876'
'20/04/2021 23:56:44.811486', '68867', '67045', '1828'
'20/04/2021 23:56:44.814231', '68880', '67045', '1859'
'20/04/2021 23:56:44.816572', '68881', '67043', '1851'
'20/04/2021 23:56:44.818925', '68884', '67049', '1853'
'20/04/2021 23:56:44.821686', '68886', '67040', '1854'
'20/04/2021 23:56:44.824043', '68888', '67051', '1858'
'20/04/2021 23:56:44.826391', '68893', '67055', '1868'
'20/04/2021 23:56:44.829149', '68884', '67044', '1872'
'20/04/2021 23:56:44.831527', '68889', '67047', '1870'
'20/04/2021 23:56:44.833896', '68884', '67053', '1863'
'20/04/2021 23:56:44.836656', '68896', '67047', '1859'
'20/04/2021 23:56:44.839025', '68893', '67049', '1852'
'20/04/2021 23:56:44.841404', '68884', '67047', '1862'
'20/04/2021 23:56:44.844166', '68890', '67052', '1873'
'20/04/2021 23:56:44.849046', '68896', '67051', '1861'
'20/04/2021 23:56:44.850215', '68889', '67048', '1843'
'20/04/2021 23:56:44.851460', '68897', '67053', '1849'
'20/04/2021 23:56:44.854153', '68902', '67046', '1845'
'20/04/2021 23:56:44.856453', '68888', '67049', '1841'
'20/04/2021 23:56:44.859152', '68887', '67046', '1840'
'20/04/2021 23:56:44.861463', '68896', '67048', '1842'
'20/04/2021 23:56:44.863769', '68891', '67052', '1851'
'20/04/2021 23:56:44.866477', '68894', '67050', '1853'
'20/04/2021 23:56:44.868784', '68882', '67048', '1854'
'20/04/2021 23:56:44.871492', '68895', '67045', '1847'
'20/04/2021 23:56:44.873804', '68899', '67053', '1840'
'20/04/2021 23:56:44.876516', '68899', '67039', '1841'
'20/04/2021 23:56:44.878971', '68890', '67050', '1851'
'20/04/2021 23:56:44.881298', '68895', '67052', '1856'
'20/04/2021 23:56:44.884008', '68901', '67049', '1859'
'20/04/2021 23:56:44.886330', '68899', '67047', '1858'
'20/04/2021 23:56:44.889059', '68896', '67050', '1878'
'20/04/2021 23:56:44.891446', '68898', '67050', '1856'
'20/04/2021 23:56:44.893768', '68895', '67046', '1847'
'20/04/2021 23:56:44.896491', '68897', '67053', '1843'
'20/04/2021 23:56:44.898820', '68905', '67044', '1838'
'20/04/2021 23:56:44.902008', '68899', '67047', '1842'
'20/04/2021 23:56:44.903939', '68909', '67052', '1845'
'20/04/2021 23:56:44.907883', '68912', '67055', '1841'
'20/04/2021 23:56:44.909033', '68910', '67056', '1844'
'20/04/2021 23:56:44.911355', '68908', '67059', '1845'
'20/04/2021 23:56:44.913816', '68909', '67061', '1843'
'20/04/2021 23:56:44.916554', '68916', '67060', '1840'
'20/04/2021 23:56:44.918899', '68916', '67050', '1845'
'20/04/2021 23:56:44.921229', '68925', '67053', '1854'
'20/04/2021 23:56:44.923959', '68927', '67061', '1861'
'20/04/2021 23:56:44.926311', '68929', '67066', '1868'
'20/04/2021 23:56:44.928652', '68932', '67073', '1871'
'20/04/2021 23:56:44.931389', '68932', '67072', '1857'
'20/04/2021 23:56:44.933739', '68935', '67073', '1872'
'20/04/2021 23:56:44.936488', '68941', '67072', '1830'
'20/04/2021 23:56:44.938839', '68953', '67067', '1840'
'20/04/2021 23:56:44.941208', '68949', '67071', '1847'
'20/04/2021 23:56:44.943950', '68955', '67077', '1856'
'20/04/2021 23:56:44.946312', '68959', '67076', '1868'
'20/04/2021 23:56:44.948677', '68967', '67084', '1872'
'20/04/2021 23:56:44.951424', '68971', '67087', '1861'
'20/04/2021 23:56:44.953784', '68980', '67097', '1852'
'20/04/2021 23:56:44.956140', '68988', '67101', '1844'
'20/04/2021 23:56:44.958872', '69002', '67086', '1835'
'20/04/2021 23:56:44.961225', '68997', '67094', '1846'
'20/04/2021 23:56:44.963852', '69010', '67094', '1872'
'20/04/2021 23:56:44.966214', '69017', '67108', '1876'
'20/04/2021 23:56:44.968972', '69014', '67104', '1877'
'20/04/2021 23:56:44.975346', '69023', '67097', '1839'
'20/04/2021 23:56:44.976575', '69038', '67112', '1828'
'20/04/2021 23:56:44.977317', '69044', '67108', '1840'
'20/04/2021 23:56:44.978816', '69053', '67135', '1843'
'20/04/2021 23:56:44.981184', '69051', '67123', '1840'
'20/04/2021 23:56:44.983886', '69063', '67123', '1853'
'20/04/2021 23:56:44.986177', '69069', '67124', '1859'
'20/04/2021 23:56:44.988883', '69086', '67126', '1872'
'20/04/2021 23:56:44.991178', '69086', '67133', '1870'
'20/04/2021 23:56:44.993884', '69096', '67145', '1862'
'20/04/2021 23:56:44.996182', '69107', '67145', '1858'
'20/04/2021 23:56:44.998769', '69111', '67145', '1849'
'20/04/2021 23:56:45.002686', '69134', '67153', '1855'
'20/04/2021 23:56:45.003829', '69134', '67161', '1860'
'20/04/2021 23:56:45.006145', '69144', '67156', '1868'
'20/04/2021 23:56:45.008872', '69142', '67163', '1871'
'20/04/2021 23:56:45.011959', '69149', '67164', '1863'
'20/04/2021 23:56:45.013502', '69155', '67174', '1856'
'20/04/2021 23:56:45.016217', '69164', '67176', '1842'
'20/04/2021 23:56:45.018545', '69174', '67175', '1840'
'20/04/2021 23:56:45.021282', '69181', '67180', '1851'
'20/04/2021 23:56:45.023603', '69184', '67180', '1856'
'20/04/2021 23:56:45.026333', '69183', '67187', '1865'
'20/04/2021 23:56:45.028676', '69190', '67184', '1871'
'20/04/2021 23:56:45.031015', '69200', '67188', '1866'
'20/04/2021 23:56:45.033748', '69197', '67188', '1822'
'20/04/2021 23:56:45.036081', '69208', '67197', '1847'
'20/04/2021 23:56:45.038805', '69212', '67192', '1841'
'20/04/2021 23:56:45.041157', '69214', '67205', '1846'
'20/04/2021 23:56:45.043509', '69221', '67208', '1851'
