'20/04/2021 23:56:41.477896', '70769', '68290', '1855'
'20/04/2021 23:56:41.480247', '70777', '68290', '1862'
'20/04/2021 23:56:41.482588', '70785', '68297', '1870'
'20/04/2021 23:56:41.485335', '70796', '68299', '1873'
'20/04/2021 23:56:41.487690', '70801', '68298', '1872'
'20/04/2021 23:56:41.490441', '70805', '68307', '1856'
'20/04/2021 23:56:41.492795', '70807', '68308', '1850'
'20/04/2021 23:56:41.495149', '70808', '68312', '1842'
'20/04/2021 23:56:41.497903', '70815', '68304', '1851'
'20/04/2021 23:56:41.500135', '70825', '68308', '1849'
'20/04/2021 23:56:41.502892', '70830', '68309', '1860'
'20/04/2021 23:56:41.506452', '70828', '68318', '1872'
'20/04/2021 23:56:41.507636', '70835', '68311', '1872'
'20/04/2021 23:56:41.510388', '70838', '68313', '1863'
'20/04/2021 23:56:41.512756', '70841', '68322', '1855'
'20/04/2021 23:56:41.515126', '70860', '68330', '1844'
'20/04/2021 23:56:41.517891', '70854', '68327', '1844'
'20/04/2021 23:56:41.520476', '70860', '68333', '1840'
'20/04/2021 23:56:41.525474', '70867', '68333', '1851'
'20/04/2021 23:56:41.527272', '70873', '68344', '1857'
'20/04/2021 23:56:41.528386', '70873', '68338', '1864'
'20/04/2021 23:56:41.530317', '70879', '68339', '1869'
'20/04/2021 23:56:41.532609', '70886', '68348', '1867'
'20/04/2021 23:56:41.535319', '70888', '68350', '1858'
'20/04/2021 23:56:41.537616', '70899', '68344', '1855'
'20/04/2021 23:56:41.540362', '70905', '68355', '1858'
'20/04/2021 23:56:41.542678', '70906', '68354', '1868'
'20/04/2021 23:56:41.544994', '70912', '68361', '1872'
'20/04/2021 23:56:41.547702', '70934', '68352', '1872'
'20/04/2021 23:56:41.550020', '70928', '68358', '1867'
'20/04/2021 23:56:41.552734', '70936', '68368', '1852'
'20/04/2021 23:56:41.555044', '70943', '68363', '1806'
'20/04/2021 23:56:41.557751', '70948', '68371', '1847'
'20/04/2021 23:56:41.560078', '70960', '68376', '1858'
'20/04/2021 23:56:41.562784', '70964', '68376', '1871'
'20/04/2021 23:56:41.565114', '70963', '68387', '1879'
'20/04/2021 23:56:41.567428', '70978', '68381', '1881'
'20/04/2021 23:56:41.570151', '70986', '68386', '1870'
'20/04/2021 23:56:41.572487', '70985', '68389', '1862'
'20/04/2021 23:56:41.575209', '71002', '68395', '1841'
'20/04/2021 23:56:41.577776', '71005', '68401', '1840'
'20/04/2021 23:56:41.580153', '71011', '68400', '1853'
'20/04/2021 23:56:41.582550', '71025', '68410', '1863'
'20/04/2021 23:56:41.584892', '71025', '68404', '1871'
'20/04/2021 23:56:41.587546', '71036', '68405', '1877'
'20/04/2021 23:56:41.589893', '71041', '68417', '1870'
'20/04/2021 23:56:41.592617', '71036', '68416', '1856'
'20/04/2021 23:56:41.594965', '71047', '68415', '1847'
'20/04/2021 23:56:41.597706', '71045', '68414', '1852'
'20/04/2021 23:56:41.600057', '71046', '68412', '1857'
'20/04/2021 23:56:41.602740', '71043', '68418', '1857'
'20/04/2021 23:56:41.605094', '71040', '68404', '1857'
'20/04/2021 23:56:41.608760', '71030', '68394', '1853'
'20/04/2021 23:56:41.609979', '71014', '68387', '1843'
'20/04/2021 23:56:41.612330', '70994', '68391', '1845'
'20/04/2021 23:56:41.615080', '70981', '68381', '1839'
'20/04/2021 23:56:41.617423', '70958', '68360', '1840'
'20/04/2021 23:56:41.620171', '70932', '68352', '1853'
'20/04/2021 23:56:41.622532', '70909', '68331', '1808'
'20/04/2021 23:56:41.624896', '70880', '68327', '1861'
'20/04/2021 23:56:41.627639', '70843', '68315', '1855'
'20/04/2021 23:56:41.630008', '70806', '68290', '1846'
'20/04/2021 23:56:41.632363', '70774', '68276', '1843'
'20/04/2021 23:56:41.635132', '70723', '68256', '1839'
'20/04/2021 23:56:41.637505', '70686', '68238', '1839'
'20/04/2021 23:56:41.640023', '70636', '68219', '1851'
'20/04/2021 23:56:41.642392', '70594', '68196', '1862'
'20/04/2021 23:56:41.645154', '70535', '68177', '1894'
'20/04/2021 23:56:41.649214', '70493', '68141', '1870'
'20/04/2021 23:56:41.650434', '70436', '68127', '1865'
'20/04/2021 23:56:41.652350', '70390', '68089', '1854'
'20/04/2021 23:56:41.655052', '70330', '68072', '1842'
'20/04/2021 23:56:41.657349', '70280', '68053', '1840'
'20/04/2021 23:56:41.660060', '70216', '68029', '1839'
'20/04/2021 23:56:41.662355', '70174', '68004', '1859'
'20/04/2021 23:56:41.665067', '70123', '67981', '1870'
'20/04/2021 23:56:41.667367', '70063', '67960', '1866'
'20/04/2021 23:56:41.670079', '70018', '67940', '1851'
'20/04/2021 23:56:41.672379', '69980', '67911', '1849'
'20/04/2021 23:56:41.675098', '69924', '67897', '1844'
'20/04/2021 23:56:41.677405', '69882', '67882', '1853'
'20/04/2021 23:56:41.679734', '69845', '67856', '1866'
'20/04/2021 23:56:41.682444', '69805', '67841', '1877'
'20/04/2021 23:56:41.685061', '69765', '67822', '1858'
'20/04/2021 23:56:41.687348', '69733', '67807', '1835'
'20/04/2021 23:56:41.690072', '69692', '67790', '1845'
'20/04/2021 23:56:41.692388', '69665', '67778', '1845'
'20/04/2021 23:56:41.694729', '69643', '67761', '1840'
'20/04/2021 23:56:41.697438', '69611', '67741', '1845'
'20/04/2021 23:56:41.699787', '69585', '67734', '1856'
'20/04/2021 23:56:41.702517', '69559', '67728', '1868'
'20/04/2021 23:56:41.704938', '69547', '67721', '1872'
'20/04/2021 23:56:41.707277', '69525', '67715', '1872'
'20/04/2021 23:56:41.710731', '69511', '67703', '1856'
'20/04/2021 23:56:41.712278', '69493', '67699', '1845'
'20/04/2021 23:56:41.715008', '69507', '67694', '1841'
'20/04/2021 23:56:41.717338', '69477', '67696', '1847'
'20/04/2021 23:56:41.719687', '69484', '67682', '1854'
'20/04/2021 23:56:41.722417', '69470', '67690', '1863'
'20/04/2021 23:56:41.724759', '69465', '67677', '1856'
'20/04/2021 23:56:41.727502', '69469', '67684', '1870'
'20/04/2021 23:56:41.729850', '69460', '67682', '1872'
'20/04/2021 23:56:41.732186', '69462', '67690', '1858'
'20/04/2021 23:56:41.734927', '69468', '67691', '1852'
'20/04/2021 23:56:41.737476', '69472', '67687', '1846'
'20/04/2021 23:56:41.739828', '69481', '67686', '1851'
'20/04/2021 23:56:41.742493', '69481', '67691', '1874'
'20/04/2021 23:56:41.744852', '69491', '67698', '1879'
'20/04/2021 23:56:41.747200', '69494', '67695', '1872'
'20/04/2021 23:56:41.749946', '69503', '67697', '1857'
'20/04/2021 23:56:41.752312', '69509', '67709', '1842'
'20/04/2021 23:56:41.754686', '69524', '67704', '1837'
'20/04/2021 23:56:41.757439', '69526', '67702', '1828'
'20/04/2021 23:56:41.759805', '69538', '67716', '1849'
'20/04/2021 23:56:41.762162', '69552', '67712', '1858'
'20/04/2021 23:56:41.764927', '69560', '67722', '1869'
'20/04/2021 23:56:41.767303', '69573', '67722', '1862'
'20/04/2021 23:56:41.769684', '69582', '67730', '1852'
'20/04/2021 23:56:41.775289', '69586', '67736', '1810'
'20/04/2021 23:56:41.776500', '69609', '67736', '1819'
'20/04/2021 23:56:41.777622', '69611', '67749', '1828'
'20/04/2021 23:56:41.779801', '69630', '67743', '1840'
'20/04/2021 23:56:41.782108', '69639', '67759', '1853'
'20/04/2021 23:56:41.784796', '69647', '67756', '1859'
'20/04/2021 23:56:41.787105', '69664', '67762', '1861'
'20/04/2021 23:56:41.789795', '69678', '67772', '1836'
'20/04/2021 23:56:41.792108', '69697', '67774', '1839'
'20/04/2021 23:56:41.794801', '69711', '67785', '1838'
'20/04/2021 23:56:41.797115', '69731', '67801', '1840'
'20/04/2021 23:56:41.799812', '69741', '67791', '1850'
'20/04/2021 23:56:41.802128', '69756', '67807', '1867'
'20/04/2021 23:56:41.804837', '69771', '67815', '1872'
'20/04/2021 23:56:41.807334', '69787', '67825', '1863'
'20/04/2021 23:56:41.809667', '69807', '67826', '1851'
'20/04/2021 23:56:41.811993', '69822', '67844', '1843'
'20/04/2021 23:56:41.814535', '69836', '67850', '1840'
'20/04/2021 23:56:41.817289', '69850', '67855', '1840'
'20/04/2021 23:56:41.819604', '69859', '67858', '1855'
'20/04/2021 23:56:41.822327', '69878', '67875', '1857'
'20/04/2021 23:56:41.824653', '69895', '67862', '1871'
'20/04/2021 23:56:41.826985', '69914', '67886', '1889'
'20/04/2021 23:56:41.830321', '69927', '67887', '1859'
'20/04/2021 23:56:41.832250', '69933', '67891', '1849'
'20/04/2021 23:56:41.834573', '69958', '67896', '1853'
'20/04/2021 23:56:41.837212', '69959', '67896', '1856'
'20/04/2021 23:56:41.839701', '69972', '67911', '1866'
'20/04/2021 23:56:41.842047', '69983', '67917', '1871'
'20/04/2021 23:56:41.844770', '70002', '67916', '1873'
'20/04/2021 23:56:41.847118', '70016', '67923', '1872'
'20/04/2021 23:56:41.849469', '70025', '67927', '1865'
'20/04/2021 23:56:41.852204', '70028', '67927', '1856'
'20/04/2021 23:56:41.854549', '70040', '67928', '1853'
'20/04/2021 23:56:41.856900', '70045', '67931', '1851'
'20/04/2021 23:56:41.859637', '70058', '67930', '1877'
'20/04/2021 23:56:41.861992', '70057', '67933', '1875'
'20/04/2021 23:56:41.864738', '70065', '67934', '1885'
'20/04/2021 23:56:41.867097', '70064', '67948', '1887'
'20/04/2021 23:56:41.869462', '70073', '67943', '1877'
'20/04/2021 23:56:41.872208', '70084', '67948', '1859'
'20/04/2021 23:56:41.874560', '70090', '67954', '1854'
'20/04/2021 23:56:41.876923', '70089', '67957', '1851'
'20/04/2021 23:56:41.879687', '70097', '67947', '1851'
'20/04/2021 23:56:41.882045', '70104', '67957', '1861'
'20/04/2021 23:56:41.884400', '70096', '67952', '1867'
'20/04/2021 23:56:41.887154', '70100', '67954', '1870'
'20/04/2021 23:56:41.889526', '70099', '67956', '1863'
'20/04/2021 23:56:41.891935', '70105', '67955', '1851'
'20/04/2021 23:56:41.894313', '70104', '67953', '1846'
'20/04/2021 23:56:41.949869', '70087', '67950', '1865'
'20/04/2021 23:56:41.950713', '70089', '67949', '1861'
'20/04/2021 23:56:41.951832', '70085', '67949', '1856'
'20/04/2021 23:56:41.954531', '70092', '67953', '1855'
'20/04/2021 23:56:41.956831', '70093', '67953', '1845'
'20/04/2021 23:56:41.959530', '70090', '67948', '1855'
'20/04/2021 23:56:41.961833', '70091', '67956', '1866'
'20/04/2021 23:56:41.964531', '70097', '67960', '1875'
'20/04/2021 23:56:41.966837', '70089', '67960', '1875'
'20/04/2021 23:56:41.969538', '70085', '67957', '1862'
'20/04/2021 23:56:41.971849', '70086', '67953', '1850'
'20/04/2021 23:56:41.974152', '70097', '67961', '1850'
'20/04/2021 23:56:41.976865', '70096', '67952', '1837'
'20/04/2021 23:56:41.979171', '70097', '67953', '1846'
'20/04/2021 23:56:41.981884', '70094', '67957', '1854'
'20/04/2021 23:56:41.984192', '70095', '67956', '1876'
'20/04/2021 23:56:41.986908', '70097', '67963', '1868'
'20/04/2021 23:56:41.989222', '70093', '67951', '1877'
'20/04/2021 23:56:41.991932', '70100', '67961', '1845'
'20/04/2021 23:56:41.994267', '70102', '67965', '1840'
'20/04/2021 23:56:41.996641', '70105', '67960', '1840'
'20/04/2021 23:56:41.999356', '70103', '67957', '1852'
'20/04/2021 23:56:42.001633', '70114', '67961', '1869'
'20/04/2021 23:56:42.004357', '70113', '67963', '1874'
'20/04/2021 23:56:42.006696', '70123', '67962', '1872'
'20/04/2021 23:56:42.009426', '70109', '67966', '1861'
'20/04/2021 23:56:42.012143', '70112', '67964', '1840'
'20/04/2021 23:56:42.014097', '70124', '67967', '1840'
'20/04/2021 23:56:42.016819', '70124', '67976', '1835'
'20/04/2021 23:56:42.019154', '70125', '67974', '1840'
'20/04/2021 23:56:42.021892', '70122', '67972', '1849'
'20/04/2021 23:56:42.024232', '70128', '67971', '1857'
'20/04/2021 23:56:42.027487', '70135', '67979', '1868'
'20/04/2021 23:56:42.029116', '70135', '67976', '1857'
'20/04/2021 23:56:42.031884', '70138', '67983', '1839'
'20/04/2021 23:56:42.034230', '70139', '67986', '1842'
'20/04/2021 23:56:42.036568', '70145', '67985', '1837'
'20/04/2021 23:56:42.039328', '70147', '67978', '1842'
'20/04/2021 23:56:42.041843', '70153', '67987', '1857'
'20/04/2021 23:56:42.044192', '70158', '67988', '1869'
'20/04/2021 23:56:42.046549', '70165', '67992', '1871'
'20/04/2021 23:56:42.049317', '70163', '67989', '1865'
'20/04/2021 23:56:42.051685', '70168', '67998', '1846'
'20/04/2021 23:56:42.054045', '70172', '67997', '1853'
'20/04/2021 23:56:42.056787', '70182', '68000', '1847'
'20/04/2021 23:56:42.059153', '70180', '68000', '1854'
'20/04/2021 23:56:42.061520', '70185', '68007', '1857'
'20/04/2021 23:56:42.064299', '70200', '68002', '1863'
'20/04/2021 23:56:42.066675', '70203', '68008', '1869'
'20/04/2021 23:56:42.069047', '70207', '68012', '1861'
'20/04/2021 23:56:42.073472', '70216', '68012', '1844'
'20/04/2021 23:56:42.074776', '70229', '68018', '1834'
'20/04/2021 23:56:42.076806', '70219', '68024', '1838'
'20/04/2021 23:56:42.079265', '70244', '68030', '1847'
'20/04/2021 23:56:42.081560', '70246', '68034', '1857'
'20/04/2021 23:56:42.084275', '70248', '68026', '1867'
'20/04/2021 23:56:42.086569', '70259', '68032', '1872'
'20/04/2021 23:56:42.089293', '70270', '68035', '1865'
'20/04/2021 23:56:42.091591', '70265', '68038', '1859'
'20/04/2021 23:56:42.094312', '70278', '68043', '1854'
'20/04/2021 23:56:42.096613', '70291', '68055', '1847'
'20/04/2021 23:56:42.098926', '70295', '68048', '1845'
'20/04/2021 23:56:42.101625', '70300', '68054', '1856'
'20/04/2021 23:56:42.103938', '70316', '68056', '1863'
'20/04/2021 23:56:42.106653', '70327', '68062', '1869'
'20/04/2021 23:56:42.108977', '70335', '68065', '1861'
'20/04/2021 23:56:42.111696', '70335', '68061', '1854'
'20/04/2021 23:56:42.114127', '70346', '68074', '1846'
'20/04/2021 23:56:42.116439', '70351', '68071', '1845'
'20/04/2021 23:56:42.119026', '70357', '68073', '1835'
'20/04/2021 23:56:42.121604', '70366', '68085', '1853'
'20/04/2021 23:56:42.124573', '70379', '68091', '1840'
'20/04/2021 23:56:42.126577', '70388', '68090', '1855'
'20/04/2021 23:56:42.128913', '70388', '68093', '1858'
'20/04/2021 23:56:42.131535', '70399', '68090', '1871'
'20/04/2021 23:56:42.133882', '70417', '68100', '1864'
'20/04/2021 23:56:42.136600', '70412', '68103', '1858'
'20/04/2021 23:56:42.138937', '70429', '68102', '1861'
'20/04/2021 23:56:42.141547', '70423', '68106', '1869'
'20/04/2021 23:56:42.143894', '70432', '68100', '1871'
'20/04/2021 23:56:42.146618', '70440', '68115', '1872'
'20/04/2021 23:56:42.148966', '70445', '68112', '1866'
'20/04/2021 23:56:42.151318', '70454', '68121', '1863'
'20/04/2021 23:56:42.154063', '70466', '68121', '1857'
'20/04/2021 23:56:42.156404', '70467', '68126', '1855'
'20/04/2021 23:56:42.159150', '70467', '68125', '1857'
'20/04/2021 23:56:42.161507', '70487', '68128', '1859'
'20/04/2021 23:56:42.163873', '70492', '68133', '1866'
'20/04/2021 23:56:42.166610', '70491', '68133', '1873'
'20/04/2021 23:56:42.168969', '70505', '68146', '1870'
'20/04/2021 23:56:42.171327', '70508', '68133', '1858'
'20/04/2021 23:56:42.174081', '70512', '68139', '1850'
'20/04/2021 23:56:42.176430', '70516', '68141', '1845'
'20/04/2021 23:56:42.178790', '70522', '68140', '1851'
'20/04/2021 23:56:42.181545', '70518', '68146', '1858'
'20/04/2021 23:56:42.183915', '70516', '68135', '1866'
'20/04/2021 23:56:42.186293', '70512', '68141', '1871'
'20/04/2021 23:56:42.189062', '70503', '68134', '1865'
'20/04/2021 23:56:42.191420', '70502', '68126', '1862'
'20/04/2021 23:56:42.193789', '70482', '68132', '1852'
'20/04/2021 23:56:42.229225', '70042', '67904', '1849'
'20/04/2021 23:56:42.230472', '69976', '67887', '1842'
'20/04/2021 23:56:42.231602', '69911', '67847', '1840'
'20/04/2021 23:56:42.233910', '69855', '67846', '1838'
'20/04/2021 23:56:42.236202', '69793', '67799', '1837'
'20/04/2021 23:56:42.238906', '69729', '67775', '1841'
'20/04/2021 23:56:42.241229', '69667', '67743', '1856'
'20/04/2021 23:56:42.243928', '69601', '67710', '1858'
'20/04/2021 23:56:42.246228', '69541', '67689', '1861'
'20/04/2021 23:56:42.248929', '69470', '67659', '1859'
'20/04/2021 23:56:42.251232', '69418', '67628', '1853'
'20/04/2021 23:56:42.253935', '69353', '67613', '1840'
'20/04/2021 23:56:42.256242', '69298', '67573', '1805'
'20/04/2021 23:56:42.258946', '69242', '67552', '1839'
'20/04/2021 23:56:42.261487', '69191', '67535', '1823'
'20/04/2021 23:56:42.264138', '69150', '67504', '1824'
'20/04/2021 23:56:42.266461', '69095', '67486', '1850'
'20/04/2021 23:56:42.268784', '69041', '67462', '1859'
'20/04/2021 23:56:42.271113', '69019', '67450', '1856'
'20/04/2021 23:56:42.273824', '68971', '67435', '1852'
'20/04/2021 23:56:42.276143', '68933', '67418', '1841'
'20/04/2021 23:56:42.278874', '68913', '67400', '1853'
'20/04/2021 23:56:42.281192', '68882', '67390', '1856'
'20/04/2021 23:56:42.283919', '68848', '67378', '1864'
'20/04/2021 23:56:42.286244', '68832', '67369', '1867'
'20/04/2021 23:56:42.288571', '68819', '67357', '1869'
'20/04/2021 23:56:42.291312', '68803', '67353', '1840'
'20/04/2021 23:56:42.293642', '68796', '67344', '1834'
'20/04/2021 23:56:42.296368', '68780', '67343', '1829'
'20/04/2021 23:56:42.298715', '68774', '67339', '1838'
'20/04/2021 23:56:42.301061', '68763', '67341', '1846'
'20/04/2021 23:56:42.303787', '68767', '67335', '1859'
'20/04/2021 23:56:42.306132', '68768', '67329', '1865'
'20/04/2021 23:56:42.308882', '68766', '67337', '1870'
'20/04/2021 23:56:42.311221', '68768', '67336', '1855'
'20/04/2021 23:56:42.314265', '68776', '67339', '1840'
'20/04/2021 23:56:42.316214', '68778', '67348', '1839'
'20/04/2021 23:56:42.318759', '68790', '67337', '1838'
'20/04/2021 23:56:42.321116', '68806', '67353', '1853'
'20/04/2021 23:56:42.325059', '68812', '67349', '1858'
'20/04/2021 23:56:42.326227', '68814', '67343', '1864'
'20/04/2021 23:56:42.328574', '68826', '67354', '1859'
'20/04/2021 23:56:42.331339', '68842', '67365', '1846'
'20/04/2021 23:56:42.333706', '68851', '67366', '1835'
'20/04/2021 23:56:42.336079', '68868', '67373', '1837'
'20/04/2021 23:56:42.338828', '68881', '67386', '1841'
'20/04/2021 23:56:42.341238', '68890', '67389', '1856'
'20/04/2021 23:56:42.343596', '68910', '67398', '1866'
'20/04/2021 23:56:42.345963', '68927', '67400', '1872'
'20/04/2021 23:56:42.348735', '68935', '67398', '1863'
'20/04/2021 23:56:42.353095', '68948', '67402', '1842'
'20/04/2021 23:56:42.354317', '68965', '67423', '1834'
'20/04/2021 23:56:42.357210', '68986', '67424', '1833'
'20/04/2021 23:56:42.358731', '68986', '67429', '1839'
'20/04/2021 23:56:42.361027', '68990', '67436', '1843'
'20/04/2021 23:56:42.363731', '69010', '67450', '1862'
'20/04/2021 23:56:42.366030', '69026', '67449', '1861'
'20/04/2021 23:56:42.368738', '69045', '67456', '1867'
'20/04/2021 23:56:42.371040', '69060', '67459', '1857'
'20/04/2021 23:56:42.373750', '69080', '67465', '1850'
'20/04/2021 23:56:42.376057', '69087', '67479', '1838'
'20/04/2021 23:56:42.378758', '69104', '67478', '1840'
'20/04/2021 23:56:42.381077', '69122', '67492', '1851'
'20/04/2021 23:56:42.383383', '69132', '67499', '1862'
'20/04/2021 23:56:42.386103', '69145', '67497', '1872'
'20/04/2021 23:56:42.388414', '69167', '67507', '1872'
'20/04/2021 23:56:42.391167', '69175', '67514', '1860'
'20/04/2021 23:56:42.393499', '69199', '67520', '1846'
'20/04/2021 23:56:42.396213', '69214', '67530', '1840'
'20/04/2021 23:56:42.398539', '69224', '67539', '1840'
'20/04/2021 23:56:42.400877', '69234', '67543', '1851'
'20/04/2021 23:56:42.403588', '69257', '67557', '1856'
'20/04/2021 23:56:42.406453', '69269', '67555', '1867'
'20/04/2021 23:56:42.408485', '69281', '67560', '1866'
'20/04/2021 23:56:42.411208', '69291', '67567', '1854'
'20/04/2021 23:56:42.413419', '69309', '67580', '1856'
'20/04/2021 23:56:42.416160', '69320', '67582', '1852'
'20/04/2021 23:56:42.418507', '69327', '67588', '1853'
'20/04/2021 23:56:42.421569', '69342', '67592', '1869'
'20/04/2021 23:56:42.423525', '69360', '67588', '1856'
'20/04/2021 23:56:42.425878', '69362', '67600', '1867'
'20/04/2021 23:56:42.428499', '69379', '67597', '1861'
'20/04/2021 23:56:42.431089', '69387', '67604', '1820'
'20/04/2021 23:56:42.433427', '69393', '67608', '1813'
'20/04/2021 23:56:42.435787', '69404', '67616', '1830'
'20/04/2021 23:56:42.438532', '69403', '67612', '1845'
'20/04/2021 23:56:42.441026', '69415', '67623', '1856'
'20/04/2021 23:56:42.443369', '69424', '67625', '1872'
'20/04/2021 23:56:42.446126', '69428', '67620', '1881'
'20/04/2021 23:56:42.448489', '69441', '67630', '1872'
'20/04/2021 23:56:42.450844', '69450', '67628', '1869'
'20/04/2021 23:56:42.453584', '69446', '67630', '1853'
'20/04/2021 23:56:42.455938', '69455', '67634', '1850'
'20/04/2021 23:56:42.458310', '69470', '67632', '1846'
'20/04/2021 23:56:42.461069', '69463', '67638', '1859'
'20/04/2021 23:56:42.463425', '69461', '67638', '1859'
'20/04/2021 23:56:42.465787', '69474', '67633', '1870'
'20/04/2021 23:56:42.468547', '69477', '67633', '1866'
'20/04/2021 23:56:42.470919', '69476', '67646', '1856'
'20/04/2021 23:56:42.473301', '69484', '67640', '1845'
'20/04/2021 23:56:42.477432', '69478', '67639', '1843'
'20/04/2021 23:56:42.478662', '69469', '67636', '1819'
'20/04/2021 23:56:42.481802', '69471', '67644', '1863'
'20/04/2021 23:56:42.483319', '69482', '67640', '1881'
'20/04/2021 23:56:42.485992', '69492', '67635', '1886'
'20/04/2021 23:56:42.488303', '69474', '67629', '1882'
'20/04/2021 23:56:42.490995', '69472', '67633', '1872'
'20/04/2021 23:56:42.493311', '69466', '67639', '1854'
'20/04/2021 23:56:42.496008', '69479', '67628', '1841'
'20/04/2021 23:56:42.498323', '69472', '67629', '1840'
'20/04/2021 23:56:42.501021', '69459', '67628', '1833'
'20/04/2021 23:56:42.503336', '69468', '67630', '1851'
'20/04/2021 23:56:42.506036', '69461', '67624', '1859'
'20/04/2021 23:56:42.508348', '69454', '67629', '1862'
'20/04/2021 23:56:42.510673', '69453', '67627', '1855'
'20/04/2021 23:56:42.513382', '69457', '67629', '1844'
'20/04/2021 23:56:42.515726', '69440', '67624', '1840'
'20/04/2021 23:56:42.518431', '69449', '67609', '1845'
'20/04/2021 23:56:42.520756', '69442', '67626', '1859'
'20/04/2021 23:56:42.523577', '69446', '67618', '1905'
'20/04/2021 23:56:42.525906', '69434', '67620', '1873'
'20/04/2021 23:56:42.528226', '69439', '67615', '1869'
'20/04/2021 23:56:42.530735', '69441', '67616', '1852'
'20/04/2021 23:56:42.533460', '69442', '67612', '1855'
'20/04/2021 23:56:42.535689', '69435', '67603', '1835'
'20/04/2021 23:56:42.538413', '69440', '67603', '1839'
'20/04/2021 23:56:42.541235', '69438', '67609', '1861'
'20/04/2021 23:56:42.543171', '69444', '67607', '1873'
'20/04/2021 23:56:42.545906', '69436', '67603', '1883'
'20/04/2021 23:56:42.548241', '69441', '67607', '1883'
'20/04/2021 23:56:42.550572', '69441', '67613', '1872'
'20/04/2021 23:56:42.553321', '69444', '67618', '1857'
'20/04/2021 23:56:42.555675', '69449', '67616', '1855'
'20/04/2021 23:56:42.558415', '69455', '67613', '1857'
'20/04/2021 23:56:42.560760', '69460', '67615', '1863'
'20/04/2021 23:56:42.563118', '69466', '67613', '1872'
'20/04/2021 23:56:42.565872', '69465', '67618', '1877'
'20/04/2021 23:56:42.568217', '69460', '67616', '1872'
'20/04/2021 23:56:42.570565', '69471', '67624', '1869'
'20/04/2021 23:56:42.573322', '69482', '67626', '1859'
'20/04/2021 23:56:42.575685', '69486', '67625', '1842'
'20/04/2021 23:56:42.578042', '69490', '67623', '1842'
'20/04/2021 23:56:42.580787', '69486', '67635', '1853'
'20/04/2021 23:56:42.583143', '69493', '67631', '1866'
'20/04/2021 23:56:42.585513', '69495', '67624', '1872'
'20/04/2021 23:56:42.588284', '69503', '67624', '1872'
'20/04/2021 23:56:42.590641', '69504', '67625', '1865'
'20/04/2021 23:56:42.593013', '69508', '67645', '1843'
'20/04/2021 23:56:42.595765', '69519', '67642', '1849'
'20/04/2021 23:56:42.598139', '69513', '67646', '1853'
'20/04/2021 23:56:42.603742', '69514', '67639', '1818'
'20/04/2021 23:56:42.604617', '69527', '67643', '1819'
'20/04/2021 23:56:42.605743', '69528', '67639', '1826'
'20/04/2021 23:56:42.608039', '69534', '67638', '1850'
'20/04/2021 23:56:42.610734', '69545', '67641', '1856'
'20/04/2021 23:56:42.613035', '69534', '67645', '1855'
'20/04/2021 23:56:42.615749', '69545', '67643', '1850'
'20/04/2021 23:56:42.618046', '69547', '67645', '1852'
'20/04/2021 23:56:42.620748', '69550', '67650', '1857'
'20/04/2021 23:56:42.623046', '69560', '67654', '1867'
'20/04/2021 23:56:42.625950', '69562', '67649', '1872'
'20/04/2021 23:56:42.628267', '69565', '67659', '1870'
'20/04/2021 23:56:42.630582', '69565', '67649', '1854'
'20/04/2021 23:56:42.633202', '69585', '67661', '1843'
'20/04/2021 23:56:42.635524', '69583', '67657', '1838'
'20/04/2021 23:56:42.638233', '69590', '67666', '1839'
'20/04/2021 23:56:42.640829', '69587', '67665', '1844'
'20/04/2021 23:56:42.643149', '69598', '67667', '1857'
'20/04/2021 23:56:42.645477', '69613', '67670', '1871'
'20/04/2021 23:56:42.648191', '69609', '67669', '1872'
'20/04/2021 23:56:42.650519', '69608', '67670', '1869'
'20/04/2021 23:56:42.653239', '69616', '67677', '1853'
'20/04/2021 23:56:42.655482', '69620', '67674', '1856'
'20/04/2021 23:56:42.658204', '69636', '67684', '1846'
'20/04/2021 23:56:42.660439', '69629', '67681', '1836'
'20/04/2021 23:56:42.663167', '69647', '67691', '1872'
'20/04/2021 23:56:42.665509', '69655', '67686', '1875'
'20/04/2021 23:56:42.667849', '69653', '67688', '1879'
'20/04/2021 23:56:42.670567', '69658', '67694', '1870'
'20/04/2021 23:56:42.672915', '69668', '67694', '1858'
'20/04/2021 23:56:42.675658', '69672', '67707', '1852'
'20/04/2021 23:56:42.678011', '69684', '67702', '1857'
'20/04/2021 23:56:42.680348', '69682', '67704', '1866'
'20/04/2021 23:56:42.683100', '69696', '67702', '1877'
'20/04/2021 23:56:42.685437', '69693', '67709', '1886'
'20/04/2021 23:56:42.688176', '69711', '67710', '1877'
'20/04/2021 23:56:42.690530', '69708', '67714', '1872'
'20/04/2021 23:56:42.692891', '69720', '67714', '1858'
'20/04/2021 23:56:42.695634', '69730', '67718', '1847'
'20/04/2021 23:56:42.697994', '69733', '67725', '1846'
'20/04/2021 23:56:42.700347', '69738', '67726', '1857'
'20/04/2021 23:56:42.703112', '69752', '67732', '1865'
'20/04/2021 23:56:42.705476', '69763', '67735', '1869'
'20/04/2021 23:56:42.707835', '69766', '67737', '1863'
'20/04/2021 23:56:42.710577', '69779', '67736', '1856'
'20/04/2021 23:56:42.712940', '69784', '67740', '1855'
'20/04/2021 23:56:42.715325', '69789', '67745', '1843'
'20/04/2021 23:56:42.718097', '69810', '67749', '1850'
